TaxonKey,TaxonName,CommonName
601870,Wattsia mossambica,Mozambique largeeye bream
601872,Arctogadus glacialis,Arctic cod
601873,Ciliata septentrionalis,Northern rockling
601874,Enchelyopus cimbrius,Fourbeard rockling
601879,Microgadus proximus,Pacific tomcod
601880,Phycis chesteri,Longfin hake
601883,Urophycis regia,Spotted codling
601885,Urophycis earllii,Carolina hake
601886,Pterocaesio trilineata,Three-stripe fusilier
601888,Alectis alexandrina,Alexandria pompano
601889,Alepes djedaba,Shrimp scad
601893,Atule mate,Yellowtail scad
601894,Campogramma glaycos,Vadigo
601895,Caranx ignobilis,Giant trevally
601897,Caranx senegallus,Senegal jack
601899,Caranx rhonchus,False scad
601906,Caranx melampygus,Bluefin trevally
601907,Carangoides hedlandensis,Bumpnose trevally
601909,Carangoides orthogrammus,Island trevally
601910,Carangoides plagiotaenia,Barcheek trevally
601912,Carangoides talamparoides,Imposter trevally
601913,Carangoides bartholomaei,Yellow jack
601916,Carangoides armatus,Longfin trevally
601917,Caranx sexfasciatus,Bigeye trevally
601918,Caranx ruber,Bar jack
601921,Carangoides ferdau,Blue trevally
601923,Carangoides bajad,Orangespotted trevally
601924,Carangoides coeruleopinnatus,Coastal trevally
601926,Carangoides fulvoguttatus,Yellowspotted trevally
601931,Ulua aurochs,Silvermouth trevally
601933,Caranx crysos,Blue runner
601935,Caranx latus,Horseeye jack
601936,Caranx lugubris,Black jack
601937,Chloroscombrus orqueta,Pacific bumper
601938,Decapterus macrosoma,Shortfin scad
601939,Decapterus maruadsi,Japanese scad
601940,Decapterus kurroides,Redtail scad
601946,Oligoplites refulgens,Shortjaw leatherjacket
601947,Parastromateus niger,Black pomfret
601950,Scomberoides commersonnianus,Talang queenfish
601951,Scomberoides lysan,Doublespotted queenfish
601953,Scomberoides tol,Needlescaled queenfish
601954,Selar boops,Oxeye scad
601956,Selene brevoortii,Hairfin lookdown
601962,Seriolina nigrofasciata,Blackbanded trevally
601963,Trachinotus blochii,Snubnose pompano
601964,Trachinotus mookalee,Indian pompano
601978,Trachinotus baillonii,Smallspotted dart
601980,Trachurus longimanus,Crozet scad
601983,Uraspis helvola,Whitetongue jack
601984,Uraspis uraspis,Whitemouth jack
602005,Antimora rostrata,Blue antimora
602012,Halargyreus johnsonii,Slender codling
602014,Laemonema longipes,Longfin codling
602020,Pseudophycis bachus,Red codling
602023,Tripterophycis gilchristi,Grenadier cod
602058,Dipturus batis,Blue skate
602059,Raja clavata,Thornback ray
602060,Dasyatis pastinaca,Common stingray
602061,Manta birostris,Giant manta
602065,Acipenser stellatus,Starry sturgeon
602066,Acipenser sturio,Sturgeon
602067,Huso huso,Beluga
602073,Leptocharias smithii,Barbeled houndshark
602074,Rhinobatos cemiculus,Blackchin guitarfish
602081,Rhincodon typus,Whale shark
602083,Salmo trutta fario,Brown trout
602300,Balistoides conspicillum,Clown triggerfish
602420,Gasterosteus aculeatus,Three-spined stickleback
602467,Echeneis naucrates,Live sharksucker
602497,Diplodus cervinus cervinus,Zebra seabream
602498,Kyphosus sectatrix,Bermuda sea chub
602499,Chelon labrosus,Thicklip grey mullet
602500,Thalassoma pavo,Ornate wrasse
602501,Anarhichas lupus,Atlantic wolffish
602503,Chimaera monstrosa,Rabbit fish
602508,Epigonus telescopus,Black cardinal fish
602513,Myxine glutinosa,Hagfish
602530,Petromyzon marinus,Sea lamprey
602531,Notorynchus cepedianus,Broadnose sevengill shark
602532,Ginglymostoma cirratum,Nurse shark
602534,Alopias superciliosus,Bigeye thresher
602535,Alopias vulpinus,Thresher
602536,Pseudotriakis microdon,False catshark
602539,Mustelus canis,Dusky smoothhound
602540,Mustelus henlei,Brown smoothhound
602542,Mustelus norrisi,Narrowfin smooth-hound
602543,Triakis semifasciata,Leopard shark
602544,Somniosus pacificus,Pacific sleeper shark
602557,Leucoraja erinacea,Little skate
602561,Dipturus laevis,Barndoor skate
602562,Leucoraja ocellata,Winter skate
602568,Malacoraja senta,Smooth skate
602569,Bathyraja spinicauda,Spinytail skate
602570,Raja stellulata,Starry skate
602572,Dasyatis centroura,Roughtail stingray
602574,Dasyatis sabina,Atlantic stingray
602575,Dasyatis say,Bluntnose stingray
602577,Gymnura altavela,Spiny butterfly ray
602578,Gymnura marmorata,California butterfly ray
602579,Gymnura micrura,Smooth butterfly ray
602583,Myliobatis goodei,Southern eagle ray
602584,Rhinoptera bonasus,Cownose ray
602589,Hydrolagus colliei,Spotted ratfish
602592,Acipenser medirostris,Green sturgeon
602594,Acipenser transmontanus,White sturgeon
602616,Gymnothorax saxicola,Honeycomb moray
602660,Nemichthys scolopaceus,Slender snipe eel
602661,Notacanthus chemnitzii,Spiny eel
602669,Coregonus autumnalis,Arctic cisco
602674,Coregonus nasus,Broad whitefish
602676,Coregonus pidschian,Humpback whitefish
602678,Coregonus sardinella,Sardine cisco
602691,Salvelinus malma malma,Dolly varden
602692,Stenodus leucichthys,Sheefish
602700,Argentina silus,Greater argentine
602719,Synodus foetens,Inshore lizardfish
602720,Synodus intermedius,Sand diver
602722,Synodus poeyi,Offshore lizardfish
602724,Synodus myops,Snakefish
602801,Leuciscus idus,Ide
602951,Scardinius erythrophthalmus,Rudd
603069,Opsanus tau,Oyster toadfish
603072,Porichthys plectrodon,Atlantic midshipman
603085,Fowlerichthys ocellatus,Ocellated frogfish
603113,Ophidion holbrookii,Band cusk-eel
603189,Fundulus confluentus,Marsh killifish
603196,Fundulus majalis,Striped killifish
603212,Lucania parva,Rainwater killifish
603240,Membras martinica,Rough silverside
603241,Menidia beryllina,Inland silverside
603246,Corniger spinosus,Spinycheek soldierfish
603249,Neoniphon marianus,Longjaw squirrelfish
603255,Zenopsis nebulosa,Mirror dory
603265,Trachipterus arcticus,Dealfish
603267,Regalecus glesne,King of herrings
603275,Fistularia tabacaria,Cornetfish
603276,Fistularia petimba,Red cornetfish
603283,Hippocampus erectus,Lined seahorse
603310,Stereolepis gigas,Giant seabass
603316,Centropristis ocyurus,Bank sea bass
603317,Centropristis philadelphica,Rock sea bass
603322,Dermatolepis inermis,Marbled grouper
603334,Mycteroperca xenarcha,Broomtail grouper
603355,Rypticus subbifrenatus,Spotted soapfish
603517,Cookeolus japonicus,Longfinned bullseye
603518,Pristigenys alta,Short bigeye
603539,Caulolatilus princeps,Ocean whitefish
603541,Malacanthus plumieri,Sand tilefish
603542,Rachycentron canadum,Cobia
603545,Remora australis,Whalesucker
603561,Taractichthys steindachneri,Sickle pomfret
603563,Diapterus auratus,Irish mojarra
603565,Eucinostomus gracilis,Graceful mojarra
603572,Haemulon vittatum,Boga
603574,Diplodus argenteus argenteus,South American silver porgy
603578,Atractoscion nobilis,White weakfish
603586,Pareques umbrosus,Cubbyu
603594,Girella nigricans,Opaleye
603599,Chaetodipterus zonatus,Pacific spadefish
603602,Chaetodon capistratus,Foureye butterflyfish
603604,Chaetodon ocellatus,Spotfin butterflyfish
603605,Chaetodon sedentarius,Reef butterflyfish
603608,Holacanthus bermudensis,Angelfish
603611,Pseudopentaceros richardsoni,Pelagic armorhead
603651,Stegastes leucostictus,Beaugregory
603656,Clepticus parrae,Creole wrasse
603671,Semicossyphus pulcher,California sheephead
603672,Tautogolabrus adspersus,Cunner
603679,Sphyraena borealis,Northern sennet
603680,Polydactylus approximans,Blue bobo
603703,Astroscopus guttatus,Northern stargazer
603704,Astroscopus y-graecum,Southern stargazer
603810,Anarhichas denticulatus,Northern wolffish
603811,Anarhichas minor,Spotted wolffish
603815,Cryptacanthodes maculatus,Wrymouth
603820,Ammodytes americanus,American sand lance
603837,Bathygobius soporator,Frillfin goby
603915,Tetrapturus angustirostris,Shortbill spearfish
603920,Hyperoglyphe bythites,Black driftfish
603921,Hyperoglyphe perciformis,Barrelfish
603962,Sebastes crameri,Darkblotched rockfish
603969,Sebastes fasciatus,Acadian redfish
603971,Sebastes goodei,Chilipepper rockfish
603979,Sebastes melanops,Black rockfish
603987,Sebastes paucispinis,Bocaccio rockfish
603989,Sebastes pinniger,Canary rockfish
604009,Sebastolobus alascanus,Shortspine thornyhead
604011,Trachyscorpia cristulata cristulata,Atlantic thornyhead
604014,Bellator militaris,Horned searobin
604018,Peristedion miniatum,Armored searobin
604025,Prionotus rubio,Blackwing searobin
604027,Prionotus scitulus,Leopard searobin
604029,Prionotus stephanophrys,Lumptail searobin
604030,Prionotus tribulus,Bighead searobin
604031,Erilepis zonifer,Skilfish
604032,Hexagrammos decagrammus,Kelp greenling
604037,Pleurogrammus monopterygius,Atka mackerel
604097,Hemitripterus americanus,Sea raven
604107,Icelus bicornis,Twohorn sculpin
604117,Myoxocephalus aenaeus,Grubby
604120,Myoxocephalus octodecemspinosus,Longhorn sculpin
604122,Myoxocephalus quadricornis,Fourhorn sculpin
604140,Scorpaenichthys marmoratus,Cabezon
604215,Citharichthys sordidus,Pacific sanddab
604221,Etropus crossotus,Fringed flounder
604228,Paralichthys californicus,California flounder
604237,Eopsetta jordani,Petrale sole
604238,Glyptocephalus zachirus,Rex sole
604239,Hippoglossoides platessoides,American plaice
604245,Pleuronectes putnami,American smooth flounder
604247,Microstomus pacificus,Dover sole
604248,Parophrys vetulus,English sole
604249,Platichthys stellatus,Starry flounder
604250,Pleuronectes quadrituberculatus,Alaska plaice
604252,Pleuronichthys decurrens,Curlfin sole
604255,Psettichthys melanostictus,Pacific sand sole
604260,Trinectes maculatus,Hogchoker
604274,Aluterus monoceros,Unicorn leatherjacket filefish
604275,Aluterus scriptus,Scribbled leatherjacket filefish
604278,Canthidermis maculata,Rough triggerfish
604279,Canthidermis sufflamen,Ocean triggerfish
604280,Monacanthus ciliatus,Fringed filefish
604281,Stephanolepis hispidus,Planehead filefish
604296,Sphoeroides pachygaster,Blunthead puffer
604304,Chiloscyllium griseum,Grey bambooshark
604306,Acanthurus achilles,Achilles tang
604313,Normanichthys crockeri,Mote sculpin
604318,Barbourisia rufa,Velvet whalefish
604326,Leucoraja naevus,Cuckoo ray
604328,Istigobius decoratus,Decorated goby
604329,Raja montagui,Spotted ray
604330,Myliobatis aquila,Common eagleray
604333,Lycodes esmarkii,Greater eelpout
604340,Stegastes albifasciatus,Whitebar gregory
604351,Stegastes lividus,Stegastes lividus
604355,Calotomus carolinus,Carolines parrotfish
604357,Calotomus spinidens,Spinytooth parrotfish
604360,Leptoscarus vaigiensis,Marbled parrotfish
604443,Carangoides malabaricus,Malabar trevally
604445,Upeneus sulphureus,Sulphur goatfish
604447,Pomadasys maculatus,Saddle grunt
604449,Photopectoralis bindus,Orangefin ponyfish
604451,Leiognathus equulus,Common ponyfish
604456,Siganus canaliculatus,White-spotted spinefoot
604457,Siganus spinus,Little spinefoot
604458,Terapon jarbua,Jarbua terapon
604460,Epinephelus fuscoguttatus,Brownmarbled grouper
604461,Epinephelus tauvina,Greasy grouper
604462,Gazza minuta,Toothpony
604464,Gnathanodon speciosus,Golden trevally
604465,Diagramma pictum,Painted sweetlips
604466,Pseudobalistes fuscus,Yellow-spotted triggerfish
604474,Gymnocephalus cernua,Ruffe
604485,Dactyloptena orientalis,Oriental flying gurnard
604493,Sphyraena obtusata,Obtuse barracuda
604499,Sparidentex hasta,Sobaity seabream
604504,Psettodes belcheri,Spottail spiny turbot
604505,Triodon macropterus,Threetooth puffer
604508,Neotrygon kuhlii,Bluespotted stingray
604534,Saurida gracilis,Gracile lizardfish
604536,Dentex gibbosus,Pink dentex
604538,Dentex maroccanus,Morocco dentex
604539,Dentex canariensis,Canary dentex
604540,Pagrus caeruleostictus,Bluespotted seabream
604543,Acanthopagrus bifasciatus,Twobar seabream
604544,Sillago sihama,Silver sillago
604545,Siganus rivulatus,Marbled spinefoot
604548,Umbrina canariensis,Canary drum
604550,Pseudotolithus typus,Longneck croaker
604552,Raja brachyura,Blonde ray
604556,Trachyrincus scabrus,Roughsnout grenadier
604559,Nemipterus japonicus,Japanese threadfin bream
604561,Siganus vermiculatus,Vermiculated spinefoot
604569,Miichthys miiuy,Mi-iuy croaker
604570,Otolithoides biauritus,Bronze croaker
604581,Xyrichtys novacula,Pearly razorfish
604582,Labrus merula,Brown wrasse
604583,Liza ramada,Thinlip grey mullet
604588,Siganus guttatus,Goldlined spinefoot
604589,Lateolabrax japonicus,Japanese seaperch
604597,Sebastiscus marmoratus,False kelpfish
604598,Chelidonichthys spinosus,Spiny red gurnard
604599,Doederleinia berycoides,Rosy seabass
604604,Acipenser ruthenus,Sterlet sturgeon
604611,Siganus corallinus,Bluespotted spinefoot
604613,Siganus luridus,Dusky spinefoot
604614,Siganus argenteus,Streamlined spinefoot
604615,Siganus sutor,Shoemaker spinefoot
604620,Siganus punctatissimus,Peppered spinefoot
604621,Siganus punctatus,Goldspotted spinefoot
604625,Siganus lineatus,Goldenlined spinefoot
604626,Siganus randalli,Variegated spinefoot
604641,Dentex congoensis,Congo dentex
604642,Galeorhinus galeus,Tope shark
604659,Diodon holocanthus,Longspined porcupinefish
604683,Acipenser baerii,Siberian sturgeon
604698,Scatophagus argus,Spotted scat
604699,Sargocentron diadema,Crown squirrelfish
604702,Notothenia coriiceps,Black rockcod
604706,Plotosus lineatus,Striped eel catfish
604708,Pomadasys jubelini,Sompat grunt
604710,Dentex tumifrons,Yellowback seabream
604712,Acipenser gueldenstaedtii,Danube sturgeon
604722,Callorhinchus milii,Ghost shark
