TaxonKey,TaxonName,CommonName
100025,Miscellaneous diadromous fishes,Diadromous fishes nei
100039,Marine fishes not identified,Marine fishes nei
100047,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei"
100077,Miscellaneous aquatic invertebrates,Aquatic invertebrates
100081,Pearls or mother-of-pearl and shells,"Pearl, mother-of-pearl shells"
100139,Marine finfishes not identified,Finfishes
100239,Marine groundfishes not identified,Groundfishes
100339,Marine pelagic fishes not identified,Pelagic fishes
190023,Ctenophora,Comb jellies
190195,Mollusca,"Clams, seasnails, squids, octopuses"
190196,Cnidaria,"Cnidarians, coelenterates"
190277,Echinodermata,"Sea urchins, stars, cucumbers"
200003,Holocephali,"Chimaeras, rat/rabbitfishes"
200004,Elasmobranchii,"Sharks, rays, skates"
200538,Chondrichthyes,"Sharks, rays, chimaeras"
290002,Cephalopoda,"Squids, cuttlefishes, octopuses"
290004,Bivalvia,Clams
290005,Ascidiacea,Sea squirts
290006,Gastropoda,Sea snails
290011,Echinoidea,"Sea urchins, sea hedgehogs"
290013,Scyphozoa,True jellyfishes
290022,Malacostraca,"Lobsters, crabs, shrimps, krill"
290044,Merostomata,Chelicerates
290056,Pteriomorphia,"Clams, cockles, arkshells"
290176,Asterozoa,Starfishes and brittlestars
290276,Echinozoa,Sea urchins and sea cucumbers
300003,Chimaeriformes,Chimaeras
300007,Lamniformes,Mackerel sharks
300008,Carcharhiniformes,Ground sharks
300009,Squaliformes,"Bramble, sleeper, dogfish sharks"
300014,Rajiformes,Skates and rays
300021,Sturgeons and paddlefishes,"Sturgeons, paddlefishes"
300026,Anguilliformes,"Eels, morays"
300028,Clupeiformes,"Herrings, shads, anchovies"
300031,Pleuronectoidei,"Flounders, halibuts, soles, turbots"
300032,Siluriformes,Catfishes
300036,Scombroidea,"Tunas, bonitos, billfishes"
300044,Gadiformes,Cods
300059,Scorpaeniformes,"Scorpionfishes, flatheads"
300060,Perciformes,Perch-likes
300061,Pleuronectiformes,Flatfishes
300063,Batoidea,"Batoids, skates, rays, sawfishes"
390002,Teuthida,Squids
390006,Sepiida,"Cuttlefishes, bobtail squids"
390007,Octopoda,"Octopuses, argonauts"
390010,Asteroidea,True sea stars
390011,Archaeogastropoda,"Abalones, winkles"
390012,Holothuroidea,Sea cucumbers
390013,Decapoda,"Crabs, lobsters, shrimps"
390017,Stomatopoda,Mantis shrimps
390043,Anomura,"Craylets, squat lobsters, hermits"
390045,Dendrobranchiata,Shrimps and prawns
390054,Mytiloida,Mussels
400001,Petromyzontidae,Lampreys
400002,Myxinidae,Hagfishes
400009,Lamnidae,Mackerel/white sharks
400010,Scyliorhinidae,Cat/swellsharks
400011,Carcharhinidae,Requiem sharks
400012,Sphyrnidae,"Hammer, bonnet, scoophead sharks"
400013,Squalidae,Dogfish sharks
400015,Squatinidae,Angel sharks
400016,Pristidae,Sawfishes
400017,Rhinobatidae,"Guitarfishes, fanrays"
400018,Torpedinidae,Electric rays
400019,Rajidae,Stingrays
400020,Dasyatidae,Whiptail stingrays
400022,Myliobatidae,Eagle/manta rays
400024,Callorhinchidae,Plownose chimaeras
400032,Acipenseridae,Sturgeons
400043,Clupeidae,"Herrings, sardines, menhadens"
400048,Albulidae,Bonefishes
400056,Muraenidae,Moray eels
400062,Congridae,"Conger, garden eels"
400066,Ophichthidae,Snake eels
400076,Salmonidae,Salmonids
400080,Osmeridae,Smelts
400082,Salangidae,"Icefishes, noodlefishes"
400084,Bathylagidae,Deepsea smelts
400086,Alepocephalidae,Slickheads
400122,Cyprinidae,"Carps, barbels, other cyprinids"
400145,Ariidae,"Sea catfishes, coblers"
400149,Plotosidae,Eeltail catfishes
400160,Synodontidae,"Lizardfishes, sauries"
400163,Chlorophthalmidae,Greeneyes
400167,Myctophidae,Lanternfishes
400176,Percopsidae,Trout-perches
400180,Moridae,"Codlings, moras"
400183,Gadidae,"Cods, haddocks"
400185,Macrouridae,"Grenadiers, rattails"
400186,Ophidiidae,Cuskeels
400189,Batrachoididae,Toadfishes
400190,Lophiidae,Goosefishes
400206,Exocoetidae,Flyingfishes
400207,Belonidae,"Needlefishes, garfishes"
400208,Scomberesocidae,Sauries
400218,Atherinidae,Silversides
400236,Trachichthyidae,Slimeheads
400240,Berycidae,"Alfonsinos, redfishes"
400243,Holocentridae,"Squirrel-, soldierfishes"
400249,Zeidae,Dories
400250,Oreosomatidae,Oreos
400252,Caproidae,Boarfishes
400253,Aulostomidae,Trumpetfishes
400254,Fistulariidae,Cornetfishes
400264,Scorpaenidae,"Scorpionfishes, rockfishes"
400266,Triglidae,"Searobins, gurnards"
400271,Hexagrammidae,Greenlings
400273,Platycephalidae,Flatheads
400277,Cottidae,Sculpins
400287,Centropomidae,Snooks
400289,Serranidae,"Basses, groupers, hinds"
400299,Terapontidae,"Grunters, tigerperches"
400301,Kuhliidae,Aholeholes
400303,Priacanthidae,"Bigeyes, catalufas"
400304,Apogonidae,Cardinalfishes
400306,Percidae,Perches
400307,Sillaginidae,Smelt-whitings
400308,Malacanthidae,Tilefishes
400312,Rachycentridae,Cobias
400313,Echeneidae,Remoras
400314,Carangidae,"Jacks, pompanos"
400317,Menidae,Moonfishes
400318,Leiognathidae,"Slipmouths, ponyfishes"
400319,Bramidae,Pomfrets
400323,Lutjanidae,Snappers
400324,Nemipteridae,"Threadfins, whiptail breams"
400326,Gerreidae,"Mojarras, silverbellies"
400327,Haemulidae,"Grunts, sweetlips, bonnetmouths"
400328,Lethrinidae,"Emperors, scavengers"
400330,Sparidae,"Porgies, seabreams"
400331,Sciaenidae,"Drums, croakers"
400332,Mullidae,Goatfishes
400334,Pempheridae,Sweepers
400339,Kyphosidae,"Sea chubs, knifefishes, niblers"
400340,Ephippidae,"Spade-, batfishes, scats"
400343,Chaetodontidae,Butterflyfishes
400350,Pomacentridae,Damselfishes
400352,Cirrhitidae,Hawkfishes
400356,Latridae,Trumpeters
400359,Mugilidae,"Mullets, grey mullets"
400360,Sphyraenidae,Barracudas
400361,Polynemidae,Threadfins
400362,Labridae,"Wrasses, gropers, tuskfishes"
400364,Scaridae,Parrotfishes
400371,Pinguipedidae,Sandperches
400377,Trachinidae,Weeverfishes
400382,Nototheniidae,Cod icefishes
400383,Bathydraconidae,Antarctic dragonfishes
400384,Channichthyidae,Crocodile icefishes
400392,Blenniidae,Combtooth blennies
400396,Anarhichadidae,"Wolffishes, wolfeels"
400402,Ammodytidae,Sand lances
400405,Gobiidae,Gobies
400412,Acanthuridae,"Surgeons, tangs, unicornfishes"
400413,Siganidae,Rabbitfishes
400414,Gempylidae,Snake mackerels
400415,Trichiuridae,Cutlassfishes
400416,Scombridae,"Mackerels, tunas, bonitos"
400417,Xiphiidae,Swordfishes
400419,Istiophoridae,Billfishes
400421,Centrolophidae,Medusafishes
400425,Stromateidae,Butterfishes
400437,Psettodidae,"Turbots, Indian halibuts"
400439,Bothidae,Lefteye flounders
400440,Pleuronectidae,Righteye flounders
400441,Soleidae,Soles
400442,Cynoglossidae,Tonguefishes
400444,Triacanthidae,Triplespines
400445,Balistidae,Triggerfishes
400446,Ostraciidae,"Box-, cow-, trunkfishes"
400448,Tetraodontidae,"Puffers, tobies"
400449,Diodontidae,"Porcupine-, burrfishes"
400454,Engraulidae,"Anchovies, round herrings"
400459,Caesionidae,Fusiliers
400460,Pomacanthidae,Angelfishes
400475,Hemiramphidae,"Halfbeaks, garfishes"
400479,Inermiidae,Bonnetmouths
400488,Triakidae,Houndsharks
400500,Urolophidae,Round rays
400504,Muraenesocidae,Pike congers
400509,Ambassidae,Asiatic glassfishes
400514,Paralichthyidae,Largetooth flounders
400515,Scophthalmidae,Turbots
400517,Monacanthidae,Filefishes
400573,Sebastidae,"Rockfishes, rockcods, thornyheads"
400578,Synanceiidae,Stonefishes
400581,Peristediidae,"Armored searobins, gurnards"
400585,Hemitripteridae,"Sea ravens, sailfin sculpins"
400591,Artedidraconidae,Barbled plunderfishes
400595,Centriscidae,"Snipefishes, shrimpfishes"
400627,Lateolabracidae,Asian seaperches
400631,Latidae,Lates perches
400669,Urotrygonidae,American round stingrays
490004,Ommastrephidae,Arrow squids
490010,Loliginidae,Common pencil squids
490011,Sepiidae,Cuttlefishes
490012,Octopodidae,Octopuses
490020,Haliotidae,"Abalones, ear shells"
490021,Buccinidae,Buccinidae
490023,Littorinidae,Littorinidae
490030,Palaemonidae,Clawed shrimps
490031,Portunidae,Swimming crabs
490036,Lithodidae,Stone/king crabs
490037,Xanthidae,Xanthidae
490038,Nephropidae,Clawed lobsters
490039,Palinuridae,Spiny lobsters
490040,Scyllaridae,Slipper lobsters
490041,Sergestidae,Sergestid shrimp
490042,Aristeidae,Aristeid shrimps
490043,Penaeidae,Commercial shrimps and prawns
490044,Crangonidae,Brown shrimps
490046,Pandalidae,Northern shrimps
490052,Squillidae,Squilla mantis shrimps
490054,Mytilidae,Sea mussels
490055,Pectinidae,Scallops
490056,Arcidae,Ark clams
490058,Cardiidae,Cockles
490060,Veneridae,Venus clams
490061,Solenidae,"Razor, knife clams"
490062,Tridacnidae,Giant clams
490063,Mactridae,Mactra surf clams
490071,Rhizostomatidae,Rhizostomatid jellyfishes
490097,Brachyura,Marine crabs
490109,Pteriidae,Pearl oysters
490124,Galatheidae,Squat lobsters
490125,Tellinidae,Tellin clams
490132,Holothuriidae,Fleshy sea cucumbers
490133,Cassidae,Helmet shells
490134,Conidae,Cone shells
490135,Cypraeidae,Cowrys
490137,Diogenidae,Hermit crabs
490138,Diadematidae,Diadematid sea urchins
490141,Lysiosquillidae,Lysiosquillid mantis shrimps
490142,Neritidae,Nerites snails
490143,Ostreidae,True oysters
490146,Terebridae,Augur shells
490148,Toxopneustidae,Flower sea urchins
490152,Chitonidae,Chitons
490159,Carditidae,Cardita clams
500036,Pseudohemiodon,Falsetooth catfishes
500048,Paralichthys,Paralichthyid flounders
500099,Brotula,Brotulas
500107,Squalus,Dogfishes
500108,Raja,"Stingrays, skates"
500112,Lophius,Frogfishes
500114,Trichiurus,Hairtails
500116,Coryphaena,Dolphinfishes
500122,Trachinus,Weevers
500124,Ammodytes,Sand eels
500125,Uranoscopus,Stargazers
500134,Scorpaena,Scorpionfishes
500136,Salmo,Trouts
500142,Scomber,Chub mackerels
500143,Mullus,Atlantic goatfishes
500144,Trigla,Piper gurnards
500147,Argentina,Argentines
500152,Mugil,Grey mullets
500153,Polynemus,Paradise fishes
500154,Diodon,Porcupinefishes
500158,Coryphaenoides,Grenadiers
500211,Trachipterus,Ribbonfishes
500240,Siganus,Spinefoots
500242,Scarus,Parrots
500327,Macrourus,Rattails
500348,Mustelus,Smoothhounds
500351,Rhinobatos,Guitarfishes
500352,Alosa,Shads
500357,Lutjanus,Snappers
500358,Mola,Sunfishes
500366,Epinephelus,"Seabasses, hinds"
500372,Sphyraena,"Barracudas, sennets"
500384,Gymnothorax,Morays
500391,Lampris,Opahs
500398,Odontognathus,Longfin herrings
500442,Cephalopholis,Hinds
500467,Caranx,Jacks
500468,Scomberoides,Queenfishes
500475,Caesio,Caesios
500476,Plectorhinchus,Sweetlips
500477,Kyphosus,Sea chubs
500480,Naso,Unicornfishes
500487,Scomberomorus,Spanish mackerels
500488,Istiophorus,Sailfishes
500495,Prionotus,Saw-back searobins
500504,Centropomus,Fat snooks
500508,Cheilinus,Wrasses
500515,Leiognathus,Ponyfishes
500516,Pomadasys,Grunters
500537,Achirus,Soles
500538,Makaira,Blue marlins
500551,Plotosus,Eel catfishes
500598,Trachinotus,Pompanos
500618,Solea,Soles
500638,Isurus,Mako sharks
500639,Alopias,Thresher sharks
500640,Galeus,Sawtail catsharks
500642,Etmopterus,Lanternsharks
500646,Dasyatis,Rough whip stingrays
500654,Merluccius,Hakes
500657,Hippocampus,Seahorses
500661,Trachurus,"Jacks, horse mackerels"
500679,Spicara,Picarels
500686,Gaidropsarus,Rocklings
500693,Sphyrna,Hammerhead sharks
500705,Diplodus,Two-toothed seabreams
500716,Epigonus,Deepwater cardinalfishes
500717,Myoxocephalus,Grubbies and sculpins
500732,Ogcocephalus,Batfishes
500737,Morone,Basses
500808,Scolopsis,Monocle breams
500809,Dentex,Toothed seabreams
500814,Scyliorhinus,Catsharks
500816,Carcharhinus,Sharp-nosed sharks
500854,Aluterus,Aluterid filefishes
500856,Chirocentrus,Wolf herrings
500871,Belone,Garfishes
500891,Sillago,Smelt-whitings
500901,Serranus,Groupers
500903,Pagrus,Subtropical seabreams
500912,Priacanthus,Bigeyes
500913,Terapon,Terapons
500928,Seriola,Amberjacks
500934,Platax,Spadefishes
500983,Dorosoma,Gizzard shads
501026,Cynoglossus,Tonguesoles
501055,Gerres,Silver biddies
501096,Molva,Lings
501116,Etelis,Snappers
501129,Beryx,Alfonsinos
501130,Myripristis,Soldierfishes
501132,Upeneus,Upeneid goatfishes
501135,Sebastes,Redfishes
501143,Haemulon,Grunts
501144,Lethrinus,Emperors
501145,Pagellus,Pandoras
501163,Auxis,Bullet and frigate tunas
501164,Peprilus,Harvestfishes
501241,Drepane,Sicklefishes
501242,Scatophagus,Scats
501327,Micropogonias,American croakers
501345,Tylosurus,Needlefishes
501410,Salvelinus,Chars
501418,Microchirus,Soles
501441,Himantura,Whiprays
501464,Pristiophorus,Sawsharks
501486,Lycodes,Eelpouts
501523,Nemadactylus,Porae
501548,Chrysoblephus,Golden seabreams
501550,Lithognathus,Steenbrases
501551,Calamus,Porgies
501552,Nemipterus,Threadfin breams
501573,Alepes,Crevalles
501634,Cypselurus,Cypselurid flyingfishes
501637,Lepidion,Codlings
501654,Lactophrys,Cowfishes
501677,Cantherhines,Mideye spined filefishes
501682,Arius,Sea catfishes
501826,Muraenesox,Congers
501905,Thunnus,Tunas
501940,Sardinella,Sardinellas
501941,Harengula,False herrings
501944,Pellona,Ilishas
501945,Dussumieria,Rainbow sardines
502004,Seriolella,"Warehous, butterfishes"
502057,Saurida,Lizardfishes
502095,Spratelloides,Round herrings
502100,Carangoides,Trevallies
502102,Decapterus,Scads
502124,Pristipomoides,Jobfishes
502224,Porichthys,Midshipman
502364,Paralabrax,Sand basses
502403,Eucinostomus,Mojarras
502417,Genypterus,Genypterid cuskeels
502582,Hyporhamphus,Sea garfishes
502617,Hyperoglyphe,"Warehous, barrelfishes"
502666,Macolor,Snappers
502682,Dicentrarchus,Seabasses
502724,Oncorhynchus,"Salmons, trouts"
502730,Pontinus,Rock/scorpionfishes
502790,Menticirrhus,Kingcroakers
502794,Cynoscion,Weakfishes
502906,Pseudorhombus,False diamond flounders
502996,Acanthocybium,Wahoos
503028,Mycteroperca,"Scamps, gags"
503078,Hydrolagus,Ghostsharks
503124,Lepidorhombus,Megrims
503128,Rhombosolea,Rhombosolid flounders
503152,Pseudotolithus,African croakers
503328,Notoscopelus,Lampfish
503456,Parupeneus,Parupeneid goatfishes
503580,Gymnocranius,Largeeye breams
503663,Vimba,Vimba breams
503737,Gnatholepis,Gnatholepid gobies
503990,Bathylagus,Blacksmelts
504054,Muraenolepis,Moray cods
504140,Benthodesmus,Frostfishes
504212,Liza,Mullets
504872,Dissostichus,Toothfishes
504943,Pterygotrigla,Latchets
505460,Notolepis,Barracudinas
505469,Rastrelliger,Indian mackerels
505577,Hysteronotus,Hysteronotus
505586,Anchoviella,Anchovies
505799,Austroglossus,Soles
505897,Anarhichas,Wolffishes
506253,Coregonus,Whitefishes
507028,Mulloidichthys,Soft goatfishes
507278,Otolithoides,Tigertoothed croakers
507412,Pennahia,Pennah croakers
507720,Stolephorus,Garment anchovies
508042,Valamugil,Indo-Pacific mullets
508343,Rajella,Abyssal stingrays/skates
508611,Bathyraja,Deepwater stingrays/skates
509125,Sphoeroides,Puffers
509206,Abudefduf,Sergeants
509207,Acanthurus,Surgeonfishes
509232,Thryssa,Thryssas
509274,Torpedo,Torpedoes
509279,Anguilla,Eels
509289,Hemiramphus,Halfbeaks
509303,Phycis,"Gunnels, forkbeards"
509309,Sargocentron,Squirrelfishes
509366,Trematomus,Rockcods
520007,Pampus,Silver pomfrets
590010,Loligo,Common squids
590011,Sepia,Sepia cuttlefishes
590013,Octopus,"Octopuses, pikas"
590014,Crassostrea,Cupped oysters
590024,Eledone,"Horned, musky octopuses"
590046,Haliotis,Abalones
590049,Littorina,Periwinkles
590050,Murex,Murex shells
590051,Strombus,Stromboid conchs
590053,Turbo,Turbans
590060,Pacifastacus,Crayfishes
590062,Callinectes,Beautiful swimming crabs
590065,Chionoecetes,"Tanner, snow crabs"
590067,Geryon,Deepsea crabs
590070,Lithodes,King crabs
590073,Paralithodes,North Pacific king crabs
590074,Paralomis,Spider crabs
590075,Portunus,Swimmer crabs
590076,Scylla,Mud crabs
590079,Metanephrops,Scampi
590082,Palinurus,Spiny lobsters
590083,Panulirus,Spiny lobsters
590085,Acetes,Acetes shrimps
590088,Crangon,Snapping shrimps
590089,Haliporoides,Knife shrimps
590090,Heterocarpus,Deepwater shrimps
590091,Metapenaeus,Indo-Pacific prawns
590092,Palaemon,Carnivorous shrimps
590093,Pandalus,Seabed shrimps
590094,Parapenaeopsis,Leafy-legged shrimps
590096,Penaeus,Tiger prawns
590103,Euphausia,Krills
590107,Lepas,Goose barnacles
590110,Busycon,Whelks
590111,Rapana,Rapa whelks
590112,Ostrea,Flat oysters
590113,Saccostrea,Rock/hooded oysters
590116,Modiolus,Horse mussels
590117,Mytilus,Edible sea mussels
590120,Chlamys,Cloak scallops
590122,Pecten,Large sea scallops
590124,Anadara,"Arks, blood cockles"
590125,Arca,"Arks, turkey wings"
590128,Donax,Bean clams
590129,Dosinia,Dosinia clams
590130,Ensis,Jackknife clams
590134,Meretrix,Hard clams
590137,Mulinia,Taquilla clams
590139,Paphia,Indo-Pacific venus clams
590140,Protothaca,Protothaca clams
590141,Ruditapes,Carpet shells
590145,Solen,Razor clams
590146,Spisula,Surf clams
590147,Tapes,Tapes clams
590148,Tridacna,Tridacnid clams
590157,Stichopus,Boxed sea cucumbers
590158,Strongylocentrotus,Sickle-arched sea urchins
590159,Rhopilema,Rhopilema jellyfishes
590160,Pinctada,Mother of pearl oysters
590195,Trochus,Trochus
590201,Hyas,Lyre crabs
590242,Patella,Limpets
590244,Scyllarides,Slipper lobsters
590248,Callianassa,Ghost shimps
590252,Cymbium,Volutes
590260,Sclerocrangon,Sculptured shrimps
590262,Tellina,Tellins
590269,Tresus,Gaper clams
590272,Charybdis,Whirlpool swimming crabs
590323,Lambis,Spider conches
590337,Moroteuthis,Hooked Squids
590401,Stomolophus,Cannonball jellies
590402,Cephea,Cepheid jellyfishes
590403,Amusium,Moon scallops
600003,Oreochromis mossambicus,Mozambique tilapia
600004,Engraulis ringens,Anchoveta
600005,Orthopristis chrysoptera,Pigfish
600006,Coryphaena hippurus,Common dolphinfish
600009,Abalistes stellaris,Starry triggerfish
600010,Alectis indica,Indian threadfish
600012,Cephalopholis cruentata,Graysby
600014,Epinephelus adscensionis,Rock hind
600015,Epinephelus guttatus,Red hind
600016,Epinephelus itajara,Goliath grouper
600017,Epinephelus morio,Red grouper
600018,Epinephelus striatus,Nassau grouper
600019,Balistes vetula,Queen triggerfish
600020,Argentina sphyraena,European argentine
600023,Callionymus lyra,Dragonet
600024,Clupea harengus,Atlantic herring
600025,Gadiculus argenteus thori,Silvery pout
600026,Glyptocephalus cynoglossus,Witch flounder
600027,Lepidorhombus boscii,Fourspot megrim
600028,Lepidorhombus whiffiagonis,Megrim
600029,Merlangius merlangus,Whiting
600030,Merluccius merluccius,European hake
600031,Micromesistius poutassou,Blue whiting
600032,Microchirus variegatus,Thickback sole
600033,Molva molva,Ling
600034,Pollachius pollachius,Pollack
600035,Anguilla anguilla,European eel
600036,Agonus cataphractus,Hooknose
600037,Ammodytes marinus,Lesser sand-eel
600039,Aphia minuta,Transparent goby
600041,Arnoglossus laterna,Mediterranean scaldfish
600044,Chelidonichthys cuculus,Red gurnard
600045,Atherina presbyter,Sand smelt
600047,Belone belone,Garfish
600051,Brosme brosme,Tusk
600053,Buglossidium luteum,Solenette
600054,Capros aper,Boarfish
600056,Cepola macrophthalma,Red bandfish
600058,Coris julis,Mediterranean rainbow wrasse
600059,Symphodus melops,Corkwing wrasse
600061,Ctenolabrus rupestris,Goldsinny wrasse
600062,Cyclopterus lumpus,Lumpfish
600063,Dicentrarchus labrax,European seabass
600066,Engraulis encrasicolus,European anchovy
600068,Eutrigla gurnardus,Grey gurnard
600069,Gadus morhua,Atlantic cod
600071,Caranx hippos,Crevalle jack
600072,Gobius niger,Black goby
600076,Helicolenus dactylopterus,Blackbelly rosefish
600077,Istiophorus platypterus,Indo-Pacific sailfish
600078,Istiophorus albicans,Atlantic sailfish
600080,Chanos chanos,Milkfish
600081,Aphareus furca,Small toothed jobfish
600083,Aphareus rutilans,Rusty jobfish
600084,Aprion virescens,Green jobfish
600086,Apsilus fuscus,African forktail snapper
600087,Etelis carbunculus,Deepwater red snapper
600088,Lamna nasus,Porbeagle
600089,Acanthocybium solandri,Wahoo
600090,Cetorhinus maximus,Basking shark
600091,Allothunnus fallai,Slender tuna
600093,Auxis rochei,Bullet tuna
600094,Auxis thazard,Frigate tuna
600096,Euthynnus affinis,Kawakawa
600097,Euthynnus alletteratus,Little tunny
600098,Euthynnus lineatus,Black skipjack
600099,Alepisaurus ferox,Long snouted lancetfish
600100,Gasterochisma melampus,Butterfly kingfish
600101,Alosa alosa,Allis shad
600104,Grammatorcynus bilineatus,Doublelined mackerel
600105,Alosa immaculata,Pontic shad
600106,Gymnosarda unicolor,Dogtooth tuna
600107,Katsuwonus pelamis,Skipjack tuna
600108,Orcynopsis unicolor,Plain bonito
600109,Rastrelliger brachysoma,Short mackerel
600111,Rastrelliger kanagurta,Indian mackerel
600113,Sarda chiliensis,Eastern Pacific bonito
600114,Sarda orientalis,Striped bonito
600115,Sarda sarda,Atlantic bonito
600116,Scomber australasicus,Blue mackerel
600117,Scomber japonicus,Chub mackerel
600118,Scomber scombrus,Atlantic mackerel
600119,Scomberomorus brasiliensis,Serra Spanish mackerel
600120,Scomberomorus cavalla,King mackerel
600121,Scomberomorus commerson,Narrowbarred Spanish mackerel
600123,Scomberomorus guttatus,Indo-Pacific king mackerel
600124,Scomberomorus koreanus,Korean seerfish
600125,Scomberomorus lineolatus,Streaked seerfish
600126,Scomberomorus maculatus,Atlantic Spanish mackerel
600131,Scomberomorus niphonius,Japanese Spanish mackerel
600134,Scomberomorus regalis,Cero
600135,Scomberomorus semifasciatus,Broadbarred king mackerel
600136,Scomberomorus sierra,Pacific sierra
600138,Somniosus microcephalus,Greenland shark
600139,Squalus acanthias,Piked dogfish
600140,Rhinobatos percellens,Chola guitarfish
600141,Scomberomorus tritor,West African Spanish mackerel
600142,Thunnus alalunga,Albacore
600143,Thunnus albacares,Yellowfin tuna
600144,Thunnus atlanticus,Blackfin tuna
600145,Thunnus maccoyii,Southern bluefin tuna
600146,Thunnus obesus,Bigeye tuna
600147,Thunnus thynnus,Atlantic bluefin tuna
600148,Thunnus tonggol,Longtail tuna
600149,Rhinobatos planiceps,Pacific guitarfish
600152,Lutjanus guttatus,Spotted rose snapper
600154,Lutjanus jocu,Dog snapper
600155,Lutjanus jordani,Jordans snapper
600156,Lutjanus kasmira,Common bluestripe snapper
600159,Lutjanus lutjanus,Bigeye snapper
600162,Lutjanus malabaricus,Malabar blood snapper
600166,Lutjanus monostigma,Onespot snapper
600167,Callorhinchus capensis,Cape elephantfish
600170,Lutjanus peru,Pacific red snapper
600171,Lutjanus purpureus,Southern red snapper
600172,Lutjanus quinquelineatus,Fivelined snapper
600175,Elops saurus,Ladyfish
600176,Lutjanus russellii,Russell's snapper
600181,Lutjanus synagris,Lane snapper
600184,Lutjanus vitta,Brownstripe red snapper
600185,Lutjanus vivanus,Silk snapper
600186,Macolor macularis,Midnight snapper
600187,Macolor niger,Black and white snapper
600188,Ocyurus chrysurus,Yellowtail snapper
600191,Paracaesio kusakarii,Saddle-back snapper
600192,Paracaesio sordida,Dirty ordure snapper
600193,Paracaesio stonei,Cocoa snapper
600194,Paracaesio xanthura,Yellowtail blue snapper
600198,Pristipomoides aquilonaris,Wenchman
600199,Pristipomoides argyrogrammicus,Ornate jobfish
600200,Pristipomoides auricilla,Goldflag jobfish
600201,Pristipomoides filamentosus,Crimson jobfish
600202,Pristipomoides flavipinnis,Golden eye jobfish
600203,Boops boops,Bogue
600204,Sarpa salpa,Salema
600206,Pristipomoides macrophthalmus,Cardinal snapper
600207,Bothus podas,Wide-eyed flounder
600208,Pristipomoides multidens,Goldbanded jobfish
600209,Pristipomoides sieboldii,Lavender jobfish
600211,Pristipomoides zonatus,Oblique-banded snapper
600213,Rhomboplites aurorubens,Vermilion snapper
600214,Symphorichthys spilurus,Sailfin snapper
600216,Makaira nigricans,Blue marlin
600217,Istiompax indica,Black marlin
600218,Makaira mazara,Indo-Pacific blue marlin
600219,Kajikia albida,Atlantic white marlin
600220,Tetrapturus pfluegeri,Longbill spearfish
600223,Kajikia audax,Striped marlin
600226,Xiphias gladius,Swordfish
600227,Megalops cyprinoides,Indo-Pacific tarpon
600228,Albula vulpes,Bonefish
600229,Pterothrissus belloci,Longfin bonefish
600230,Alepocephalus bairdii,Baird's slickhead
600231,Coregonus albula,Vendace
600232,Coregonus lavaretus,European whitefish
600233,Coregonus oxyrinchus,Houting
600236,Salmo salar,Atlantic salmon
600238,Salmo trutta,Sea trout
600239,Oncorhynchus mykiss,Rainbow trout
600240,Oncorhynchus gorbuscha,Pink salmon
600241,Oncorhynchus keta,Chum salmon
600242,Oncorhynchus masou masou,Masu salmon
600243,Oncorhynchus nerka,Sockeye salmon
600244,Oncorhynchus tshawytscha,Chinook salmon
600245,Oncorhynchus kisutch,Coho salmon
600246,Salvelinus fontinalis,Brook trout
600247,Salvelinus alpinus alpinus,Arctic char
600249,Centrolophus niger,Rudderfish
600250,Schedophilus ovalis,Imperial blackfish
600251,Plecoglossus altivelis altivelis,Ayu sweetfish
600252,Mallotus villosus,Capelin
600253,Osmerus mordax mordax,Rainbow smelt
600255,Hypomesus pretiosus,Surf smelt
600256,Thaleichthys pacificus,Eulachon
600257,Glossanodon semifasciatus,Deepsea smelt
600258,Esox lucius,Northern pike
600259,Lampanyctodes hectoris,Hectors lanternfish
600260,Harpadon nehereus,Bombay duck
600261,Lutjanus fulviflamma,Dory snapper
600262,Lutjanus fulvus,Blacktail snapper
600264,Lutjanus johnii,Johns snapper
600265,Lutjanus gibbus,Humpback red snapper
600266,Lutjanus griseus,Grey snapper
600269,Tinca tinca,Tench
600270,Carassius carassius,Crucian carp
600272,Rutilus rutilus,Roach
600274,Hypophthalmichthys molitrix,Silver carp
600275,Hypophthalmichthys nobilis,Bighead carp
600283,Pelecus cultratus,Sichel
600286,Barbonymus gonionotus,Silver barb
600288,Galeichthys feliceps,White barbel
600289,Silurus glanis,Wels catfish
600295,Anguilla japonica,Japanese eel
600296,Anguilla rostrata,American eel
600298,Muraenesox cinereus,Daggertooth pike conger
600299,Conger orbignianus,Argentine conger
600300,Conger oceanicus,American conger
600301,Conger conger,European conger
600302,Conger myriaster,Whitespotted conger
600303,Cololabis saira,Pacific saury
600305,Hyporhamphus sajori,Japanese halfbeak
600306,Salilota australis,Tadpole codling
600308,Gadus macrocephalus,Pacific cod
600309,Gadus ogac,Greenland cod
600310,Lota lota,Burbot
600311,Urophycis brasiliensis,Brazilian codling
600312,Urophycis chuss,Red hake
600313,Urophycis tenuis,White hake
600314,Eleginus nawaga,Navaga
600315,Eleginus gracilis,Saffron cod
600316,Microgadus tomcod,Atlantic tomcod
600318,Theragra chalcogramma,Alaska pollock
600319,Boreogadus saida,Polar cod
600320,Micromesistius australis,Southern blue whiting
600321,Merluccius senegalensis,Senegalese hake
600322,Merluccius australis,Southern hake
600323,Merluccius bilinearis,Silver hake
